Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
1024,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6613600254058838
1024,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8223199844360352
1024,25,0,0.8,0,1,0.25,Test,Accuracy,0.6699000000953674
1024,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8353000283241272
1024,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6633599996566772
1024,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8299999833106995
1024,25,1,0.8,0,1,0.25,Test,Accuracy,0.6746000051498413
1024,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.842199981212616
1024,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6373599767684937
1024,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8041599988937378
1024,25,0,0.8,0,1,0.5,Test,Accuracy,0.663100004196167
1024,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.83160001039505
1024,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6475200057029724
1024,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.807919979095459
1024,25,1,0.8,0,1,0.5,Test,Accuracy,0.6625000238418579
1024,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8327999711036682
1024,25,0,0.8,0,1,0.75,Validation,Accuracy,0.620639979839325
1024,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7899199724197388
1024,25,0,0.8,0,1,0.75,Test,Accuracy,0.6527000069618225
1024,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8252000212669373
1024,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6473600268363953
1024,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.8050400018692017
1024,25,1,0.8,0,1,0.75,Test,Accuracy,0.6764000058174133
1024,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8402000069618225
1024,25,0,0.8,0,1,1.0,Validation,Accuracy,0.6062399744987488
1024,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7793599963188171
1024,25,0,0.8,0,1,1.0,Test,Accuracy,0.6489999890327454
1024,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8187000155448914
1024,25,1,0.8,0,1,1.0,Validation,Accuracy,0.6007999777793884
1024,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7671200037002563
1024,25,1,0.8,0,1,1.0,Test,Accuracy,0.6554999947547913
1024,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8151999711990356
1024,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6406400203704834
1024,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8071200251579285
1024,25,0,0.8,0,2,0.25,Test,Accuracy,0.6654999852180481
1024,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8294000029563904
1024,25,1,0.8,0,2,0.25,Validation,Accuracy,0.6246399879455566
1024,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.7911199927330017
1024,25,1,0.8,0,2,0.25,Test,Accuracy,0.6462000012397766
1024,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8140000104904175
1024,25,0,0.8,0,2,0.5,Validation,Accuracy,0.6115999817848206
1024,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7828800082206726
1024,25,0,0.8,0,2,0.5,Test,Accuracy,0.6610999703407288
1024,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8287000060081482
1024,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6191999912261963
1024,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7867199778556824
1024,25,1,0.8,0,2,0.5,Test,Accuracy,0.6614999771118164
1024,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8317000269889832
1024,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5852800011634827
1024,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7581599950790405
1024,25,0,0.8,0,2,0.75,Test,Accuracy,0.6409000158309937
1024,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8130000233650208
1024,25,1,0.8,0,2,0.75,Validation,Accuracy,0.6009600162506104
1024,25,1,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7696800231933594
1024,25,1,0.8,0,2,0.75,Test,Accuracy,0.6769000291824341
1024,25,1,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8342000246047974
1024,25,0,0.8,0,2,1.0,Validation,Accuracy,0.5329599976539612
1024,25,0,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7148799896240234
1024,25,0,0.8,0,2,1.0,Test,Accuracy,0.623199999332428
1024,25,0,0.8,0,2,1.0,Test,Top 2 Accuracy,0.802299976348877
1024,25,1,0.8,0,2,1.0,Validation,Accuracy,0.5583199858665466
1024,25,1,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7232000231742859
1024,25,1,0.8,0,2,1.0,Test,Accuracy,0.6449999809265137
1024,25,1,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8108000159263611
1024,25,0,0.8,0,3,0.25,Validation,Accuracy,0.6165599822998047
1024,25,0,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7881600260734558
1024,25,0,0.8,0,3,0.25,Test,Accuracy,0.6514999866485596
1024,25,0,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8220000267028809
1024,25,1,0.8,0,3,0.25,Validation,Accuracy,0.6234400272369385
1024,25,1,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7939199805259705
1024,25,1,0.8,0,3,0.25,Test,Accuracy,0.6696000099182129
1024,25,1,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8349999785423279
1024,25,0,0.8,0,3,0.5,Validation,Accuracy,0.5911200046539307
1024,25,0,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7602400183677673
1024,25,0,0.8,0,3,0.5,Test,Accuracy,0.6553000211715698
