Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
16,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6642400026321411
16,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8271200060844421
16,25,0,0.8,0,1,0.25,Test,Accuracy,0.6800000071525574
16,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8428999781608582
16,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6655200123786926
16,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8258399963378906
16,25,1,0.8,0,1,0.25,Test,Accuracy,0.6753000020980835
16,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.840499997138977
16,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6371999979019165
16,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.804639995098114
16,25,0,0.8,0,1,0.5,Test,Accuracy,0.6654000282287598
16,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8349999785423279
16,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6363999843597412
16,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8035200238227844
16,25,1,0.8,0,1,0.5,Test,Accuracy,0.6597999930381775
16,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.829200029373169
16,25,0,0.8,0,1,0.75,Validation,Accuracy,0.6236000061035156
16,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7933599948883057
16,25,0,0.8,0,1,0.75,Test,Accuracy,0.6572999954223633
16,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8309999704360962
16,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6270400285720825
16,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.8004000186920166
16,25,1,0.8,0,1,0.75,Test,Accuracy,0.6682999730110168
16,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8407999873161316
16,25,0,0.8,0,1,1.0,Validation,Accuracy,0.5899199843406677
16,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7618399858474731
16,25,0,0.8,0,1,1.0,Test,Accuracy,0.6410999894142151
16,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8137000203132629
16,25,1,0.8,0,1,1.0,Validation,Accuracy,0.621999979019165
16,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7875199913978577
16,25,1,0.8,0,1,1.0,Test,Accuracy,0.6802999973297119
16,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8417999744415283
16,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6299200057983398
16,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.7990400195121765
16,25,0,0.8,0,2,0.25,Test,Accuracy,0.6567000150680542
16,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8274999856948853
16,25,1,0.8,0,2,0.25,Validation,Accuracy,0.6346399784088135
16,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8015199899673462
16,25,1,0.8,0,2,0.25,Test,Accuracy,0.6618000268936157
16,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8299000263214111
16,25,0,0.8,0,2,0.5,Validation,Accuracy,0.6219199895858765
16,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7859200239181519
16,25,0,0.8,0,2,0.5,Test,Accuracy,0.6740000247955322
16,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8317000269889832
16,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6227999925613403
16,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7884799838066101
16,25,1,0.8,0,2,0.5,Test,Accuracy,0.6741999983787537
16,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8445000052452087
16,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5799999833106995
16,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7527199983596802
16,25,0,0.8,0,2,0.75,Test,Accuracy,0.6381000280380249
16,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8116999864578247
16,25,1,0.8,0,2,0.75,Validation,Accuracy,0.6032000184059143
16,25,1,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7686399817466736
16,25,1,0.8,0,2,0.75,Test,Accuracy,0.6722999811172485
16,25,1,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8341000080108643
16,25,0,0.8,0,2,1.0,Validation,Accuracy,0.5428799986839294
16,25,0,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7179999947547913
16,25,0,0.8,0,2,1.0,Test,Accuracy,0.6240000128746033
16,25,0,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8069000244140625
16,25,1,0.8,0,2,1.0,Validation,Accuracy,0.565280020236969
16,25,1,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7422400116920471
16,25,1,0.8,0,2,1.0,Test,Accuracy,0.6699000000953674
16,25,1,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8421000242233276
16,25,0,0.8,0,3,0.25,Validation,Accuracy,0.6127200126647949
16,25,0,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7847999930381775
16,25,0,0.8,0,3,0.25,Test,Accuracy,0.6535999774932861
16,25,0,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8271999955177307
16,25,1,0.8,0,3,0.25,Validation,Accuracy,0.6104000210762024
16,25,1,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7803999781608582
16,25,1,0.8,0,3,0.25,Test,Accuracy,0.6583999991416931
16,25,1,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8233000040054321
16,25,0,0.8,0,3,0.5,Validation,Accuracy,0.5799999833106995
16,25,0,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7472000122070312
16,25,0,0.8,0,3,0.5,Test,Accuracy,0.6498000025749207
16,25,0,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8144999742507935
16,25,1,0.8,0,3,0.5,Validation,Accuracy,0.599839985370636
16,25,1,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7608000040054321
16,25,1,0.8,0,3,0.5,Test,Accuracy,0.6712999939918518
16,25,1,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8375999927520752
16,25,0,0.8,0,3,0.75,Validation,Accuracy,0.5364800095558167
16,25,0,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.7100800275802612
16,25,0,0.8,0,3,0.75,Test,Accuracy,0.6328999996185303
