Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
4,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6610400080680847
4,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8245599865913391
4,25,0,0.8,0,1,0.25,Test,Accuracy,0.6675999760627747
4,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8363000154495239
4,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6783199906349182
4,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8335999846458435
4,25,1,0.8,0,1,0.25,Test,Accuracy,0.6883000135421753
4,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8521999716758728
4,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6480000019073486
4,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.813040018081665
4,25,0,0.8,0,1,0.5,Test,Accuracy,0.6805999875068665
4,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8402000069618225
4,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6329600214958191
4,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.7960799932479858
4,25,1,0.8,0,1,0.5,Test,Accuracy,0.6557999849319458
4,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8246999979019165
4,25,0,0.8,0,1,0.75,Validation,Accuracy,0.6123200058937073
4,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7891200184822083
4,25,0,0.8,0,1,0.75,Test,Accuracy,0.651199996471405
4,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.817799985408783
4,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6328799724578857
4,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7970399856567383
4,25,1,0.8,0,1,0.75,Test,Accuracy,0.6675000190734863
4,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8341000080108643
4,25,0,0.8,0,1,1.0,Validation,Accuracy,0.6096799969673157
4,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7765600085258484
4,25,0,0.8,0,1,1.0,Test,Accuracy,0.65420001745224
4,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8217999935150146
4,25,1,0.8,0,1,1.0,Validation,Accuracy,0.6000800132751465
4,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7698400020599365
4,25,1,0.8,0,1,1.0,Test,Accuracy,0.6521000266075134
4,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8222000002861023
4,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6384000182151794
4,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8073599934577942
4,25,0,0.8,0,2,0.25,Test,Accuracy,0.6653000116348267
4,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8313999772071838
4,25,1,0.8,0,2,0.25,Validation,Accuracy,0.6367999911308289
4,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8071200251579285
4,25,1,0.8,0,2,0.25,Test,Accuracy,0.6662999987602234
4,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8327999711036682
4,25,0,0.8,0,2,0.5,Validation,Accuracy,0.5892000198364258
4,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7595199942588806
4,25,0,0.8,0,2,0.5,Test,Accuracy,0.6312999725341797
4,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8048999905586243
4,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6334400177001953
4,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7996799945831299
4,25,1,0.8,0,2,0.5,Test,Accuracy,0.6780999898910522
4,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8450000286102295
4,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5928800106048584
4,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.764240026473999
