Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
32,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6589599847793579
32,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8216800093650818
32,25,0,0.8,0,1,0.25,Test,Accuracy,0.677299976348877
32,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8382999897003174
32,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6591200232505798
32,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8223199844360352
32,25,1,0.8,0,1,0.25,Test,Accuracy,0.6647999882698059
32,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8327000141143799
32,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6427199840545654
32,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8135200142860413
32,25,0,0.8,0,1,0.5,Test,Accuracy,0.6744999885559082
32,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8389000296592712
32,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6591200232505798
32,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8124799728393555
32,25,1,0.8,0,1,0.5,Test,Accuracy,0.6771000027656555
32,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8398000001907349
32,25,0,0.8,0,1,0.75,Validation,Accuracy,0.6215199828147888
32,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7864000201225281
32,25,0,0.8,0,1,0.75,Test,Accuracy,0.6557000279426575
32,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.817799985408783
32,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6283199787139893
32,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7956799864768982
32,25,1,0.8,0,1,0.75,Test,Accuracy,0.676800012588501
32,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8341000080108643
32,25,0,0.8,0,1,1.0,Validation,Accuracy,0.5987200140953064
32,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7708799839019775
32,25,0,0.8,0,1,1.0,Test,Accuracy,0.6510000228881836
32,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.823199987411499
32,25,1,0.8,0,1,1.0,Validation,Accuracy,0.6167200207710266
32,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7805600166320801
32,25,1,0.8,0,1,1.0,Test,Accuracy,0.6650999784469604
32,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8296999931335449
32,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6301599740982056
32,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.796720027923584
32,25,0,0.8,0,2,0.25,Test,Accuracy,0.6517000198364258
32,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8240000009536743
32,25,1,0.8,0,2,0.25,Validation,Accuracy,0.6413599848747253
32,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8080000281333923
32,25,1,0.8,0,2,0.25,Test,Accuracy,0.6617000102996826
32,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8324999809265137
32,25,0,0.8,0,2,0.5,Validation,Accuracy,0.61080002784729
32,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7752799987792969
32,25,0,0.8,0,2,0.5,Test,Accuracy,0.6503000259399414
32,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8212000131607056
32,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6165599822998047
32,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7790399789810181
32,25,1,0.8,0,2,0.5,Test,Accuracy,0.6606000065803528
32,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8259999752044678
32,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5828800201416016
32,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7491199970245361
32,25,0,0.8,0,2,0.75,Test,Accuracy,0.6466000080108643
32,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.814300000667572
32,25,1,0.8,0,2,0.75,Validation,Accuracy,0.5843999981880188
32,25,1,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7569599747657776
32,25,1,0.8,0,2,0.75,Test,Accuracy,0.6521999835968018
32,25,1,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8230000138282776
32,25,0,0.8,0,2,1.0,Validation,Accuracy,0.4989599883556366
32,25,0,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.6810399889945984
32,25,0,0.8,0,2,1.0,Test,Accuracy,0.5896000266075134
32,25,0,0.8,0,2,1.0,Test,Top 2 Accuracy,0.7720000147819519
32,25,1,0.8,0,2,1.0,Validation,Accuracy,0.5597599744796753
32,25,1,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7326400279998779
32,25,1,0.8,0,2,1.0,Test,Accuracy,0.6615999937057495
32,25,1,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8288000226020813
32,25,0,0.8,0,3,0.25,Validation,Accuracy,0.6368799805641174
32,25,0,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.799839973449707
32,25,0,0.8,0,3,0.25,Test,Accuracy,0.6657999753952026
32,25,0,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8300999999046326
32,25,1,0.8,0,3,0.25,Validation,Accuracy,0.6120799779891968
