Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
512,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6719200015068054
512,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8296800255775452
512,25,0,0.8,0,1,0.25,Test,Accuracy,0.6879000067710876
512,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8450000286102295
512,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6622400283813477
512,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8276799917221069
512,25,1,0.8,0,1,0.25,Test,Accuracy,0.6758999824523926
512,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8357999920845032
512,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6401600241661072
512,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8108800053596497
512,25,0,0.8,0,1,0.5,Test,Accuracy,0.6711000204086304
512,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8360999822616577
512,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6547999978065491
512,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8186399936676025
512,25,1,0.8,0,1,0.5,Test,Accuracy,0.6865000128746033
512,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8503999710083008
512,25,0,0.8,0,1,0.75,Validation,Accuracy,0.6324800252914429
512,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7974399924278259
512,25,0,0.8,0,1,0.75,Test,Accuracy,0.6657000184059143
512,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.829800009727478
512,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6244800090789795
512,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7882400155067444
512,25,1,0.8,0,1,0.75,Test,Accuracy,0.6536999940872192
512,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.8246999979019165
512,25,0,0.8,0,1,1.0,Validation,Accuracy,0.5939199924468994
512,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7651200294494629
512,25,0,0.8,0,1,1.0,Test,Accuracy,0.6470999717712402
512,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8202000260353088
512,25,1,0.8,0,1,1.0,Validation,Accuracy,0.6303200125694275
512,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7925599813461304
512,25,1,0.8,0,1,1.0,Test,Accuracy,0.6851000189781189
512,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8468999862670898
512,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6452000141143799
512,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8055199980735779
512,25,0,0.8,0,2,0.25,Test,Accuracy,0.6665999889373779
512,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8349000215530396
512,25,1,0.8,0,2,0.25,Validation,Accuracy,0.626800000667572
512,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8031200170516968
512,25,1,0.8,0,2,0.25,Test,Accuracy,0.6498000025749207
512,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8238000273704529
512,25,0,0.8,0,2,0.5,Validation,Accuracy,0.6026399731636047
512,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7760800123214722
512,25,0,0.8,0,2,0.5,Test,Accuracy,0.6539999842643738
512,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8252999782562256
512,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6148800253868103
512,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7836800217628479
512,25,1,0.8,0,2,0.5,Test,Accuracy,0.6600000262260437
512,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8258000016212463
512,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5763999819755554
512,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7540799975395203
512,25,0,0.8,0,2,0.75,Test,Accuracy,0.6377999782562256
512,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8183000087738037
512,25,1,0.8,0,2,0.75,Validation,Accuracy,0.5938400030136108
512,25,1,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7616000175476074
512,25,1,0.8,0,2,0.75,Test,Accuracy,0.6531000137329102
512,25,1,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8238000273704529
512,25,0,0.8,0,2,1.0,Validation,Accuracy,0.5337600111961365
512,25,0,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7098399996757507
512,25,0,0.8,0,2,1.0,Test,Accuracy,0.621399998664856
512,25,0,0.8,0,2,1.0,Test,Top 2 Accuracy,0.7990000247955322
512,25,1,0.8,0,2,1.0,Validation,Accuracy,0.5537599921226501
512,25,1,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7224000096321106
512,25,1,0.8,0,2,1.0,Test,Accuracy,0.6638000011444092
512,25,1,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8300999999046326
512,25,0,0.8,0,3,0.25,Validation,Accuracy,0.5775200128555298
512,25,0,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7608000040054321
512,25,0,0.8,0,3,0.25,Test,Accuracy,0.6273000240325928
512,25,0,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8083000183105469
512,25,1,0.8,0,3,0.25,Validation,Accuracy,0.6126400232315063
512,25,1,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7829599976539612
512,25,1,0.8,0,3,0.25,Test,Accuracy,0.6603000164031982
512,25,1,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8242999911308289
512,25,0,0.8,0,3,0.5,Validation,Accuracy,0.5808799862861633
512,25,0,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7548800110816956
512,25,0,0.8,0,3,0.5,Test,Accuracy,0.6463000178337097
512,25,0,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8256000280380249
512,25,1,0.8,0,3,0.5,Validation,Accuracy,0.5854399800300598
512,25,1,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7615200281143188
512,25,1,0.8,0,3,0.5,Test,Accuracy,0.6560999751091003
512,25,1,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8269000053405762
