Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
2,25,0,0.8,0,1,0.25,Validation,Accuracy,0.6504799723625183
2,25,0,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8148000240325928
2,25,0,0.8,0,1,0.25,Test,Accuracy,0.6672000288963318
2,25,0,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8274999856948853
2,25,1,0.8,0,1,0.25,Validation,Accuracy,0.6726400256156921
2,25,1,0.8,0,1,0.25,Validation,Top 2 Accuracy,0.8346400260925293
2,25,1,0.8,0,1,0.25,Test,Accuracy,0.6819999814033508
2,25,1,0.8,0,1,0.25,Test,Top 2 Accuracy,0.8434000015258789
2,25,0,0.8,0,1,0.5,Validation,Accuracy,0.6591200232505798
2,25,0,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8214399814605713
2,25,0,0.8,0,1,0.5,Test,Accuracy,0.6798999905586243
2,25,0,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8411999940872192
2,25,1,0.8,0,1,0.5,Validation,Accuracy,0.6471199989318848
2,25,1,0.8,0,1,0.5,Validation,Top 2 Accuracy,0.8131999969482422
2,25,1,0.8,0,1,0.5,Test,Accuracy,0.6690999865531921
2,25,1,0.8,0,1,0.5,Test,Top 2 Accuracy,0.8406000137329102
2,25,0,0.8,0,1,0.75,Validation,Accuracy,0.6269599795341492
2,25,0,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.7947199940681458
2,25,0,0.8,0,1,0.75,Test,Accuracy,0.6582000255584717
2,25,0,0.8,0,1,0.75,Test,Top 2 Accuracy,0.829800009727478
2,25,1,0.8,0,1,0.75,Validation,Accuracy,0.6299200057983398
2,25,1,0.8,0,1,0.75,Validation,Top 2 Accuracy,0.8019199967384338
2,25,1,0.8,0,1,0.75,Test,Accuracy,0.671999990940094
2,25,1,0.8,0,1,0.75,Test,Top 2 Accuracy,0.84170001745224
2,25,0,0.8,0,1,1.0,Validation,Accuracy,0.6028000116348267
2,25,0,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7725600004196167
2,25,0,0.8,0,1,1.0,Test,Accuracy,0.654699981212616
2,25,0,0.8,0,1,1.0,Test,Top 2 Accuracy,0.8202000260353088
2,25,1,0.8,0,1,1.0,Validation,Accuracy,0.6223199963569641
2,25,1,0.8,0,1,1.0,Validation,Top 2 Accuracy,0.7914400100708008
2,25,1,0.8,0,1,1.0,Test,Accuracy,0.6847000122070312
2,25,1,0.8,0,1,1.0,Test,Top 2 Accuracy,0.845300018787384
2,25,0,0.8,0,2,0.25,Validation,Accuracy,0.6337599754333496
2,25,0,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8009600043296814
2,25,0,0.8,0,2,0.25,Test,Accuracy,0.66839998960495
2,25,0,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8313000202178955
2,25,1,0.8,0,2,0.25,Validation,Accuracy,0.629360020160675
2,25,1,0.8,0,2,0.25,Validation,Top 2 Accuracy,0.8031200170516968
2,25,1,0.8,0,2,0.25,Test,Accuracy,0.652899980545044
2,25,1,0.8,0,2,0.25,Test,Top 2 Accuracy,0.8248000144958496
2,25,0,0.8,0,2,0.5,Validation,Accuracy,0.6001600027084351
2,25,0,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7699199914932251
2,25,0,0.8,0,2,0.5,Test,Accuracy,0.6521999835968018
2,25,0,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8179000020027161
2,25,1,0.8,0,2,0.5,Validation,Accuracy,0.6129599809646606
2,25,1,0.8,0,2,0.5,Validation,Top 2 Accuracy,0.7807199954986572
2,25,1,0.8,0,2,0.5,Test,Accuracy,0.661899983882904
2,25,1,0.8,0,2,0.5,Test,Top 2 Accuracy,0.8242999911308289
2,25,0,0.8,0,2,0.75,Validation,Accuracy,0.5507199764251709
2,25,0,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7318400144577026
2,25,0,0.8,0,2,0.75,Test,Accuracy,0.6240000128746033
2,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8026000261306763
2,25,1,0.8,0,2,0.75,Validation,Accuracy,0.6008800268173218
