Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
accuracy_source_0_corrupt_False_level_0,0.652597427,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.826298714,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.521701396,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.671875,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.674218774,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.824999988,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.626562476,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.806249976,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.506250024,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.651562512,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.6640625,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.83203125,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.6640625,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.835156262,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.507031262,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.655468762,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.501562476,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.64453125,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.680468738,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.844531238,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.600443602,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.759901762,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.656199992,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.82099998,c_lbf,16,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.660714269,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.832792222,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.513888896,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.649305582,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.655468762,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.829687476,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.635156274,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.817187488,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.506250024,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.645312488,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.668749988,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.823437512,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.670312524,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.828125,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.514062524,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.674218774,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.506250024,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.651562512,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.669531226,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.829687476,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.600681245,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.758951187,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.649299979,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.82069999,c_lbf,16,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.659090936,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.83116883,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.620659709,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.756076396,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.6640625,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.821874976,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.62109375,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.817187488,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.608593762,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.760156274,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.666406274,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.823437512,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.667187512,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.839062512,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_True_level_10,0.599218726,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_True_level_10,0.75390625,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.607812524,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.766406238,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.668749988,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.829687476,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.638387203,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.800221801,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.657000005,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.824500024,c_lbf,16,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.635551929,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.803571403,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.608506918,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.756944418,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.658593774,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.814843774,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.604687512,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.800000012,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.573437512,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.727343738,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.645312488,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.814062476,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.638281226,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.80078125,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_True_level_10,0.585156262,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_True_level_10,0.755468726,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.589062512,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.746874988,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.649999976,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.829687476,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.618900478,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.785171092,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.635999978,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.813399971,c_lbf,16,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.647727251,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.822240233,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.5078125,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.657118082,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.635156274,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
